text,airline_sentiment
The flight was stressful.	negative
I love this airline!	positive
The food was delicious.	positive
The baggage was lost.	negative
The crew ignored my request.	negative
The air conditioning was broken.	negative
The staff was attentive.	positive
The flight was not long.	neutral
The flight was not long.	neutral
The restroom was not clean.	negative
The entertainment was great.	positive
The staff was polite.	positive
The flight was excellent.	positive
The staff was amazing.	positive
The staff was amazing.	positive
The luggage arrived late.	negative
The flight was not long.	neutral
The flight was uneventful.	neutral
The crew was wonderful.	positive
The service was acceptable.	neutral
I hated the delay.	negative
The plane was old.	neutral
The food was expensive.	neutral
The staff was cheerful.	positive
The staff was helpful.	positive
The staff smiled a lot.	positive
The staff was amazing.	positive
The service was acceptable.	positive
I hated the delay.	negative
The landing was smooth.	positive
The food was average.	neutral
The restroom was not clean.	negative
The luggage arrived late.	negative
The flight was okay.	neutral
The staff was superb.	positive
The flight was boring.	neutral
The boarding was quick.	positive
The entertainment was not bad.	neutral
The flight was turbulent.	neutral
The food was bland.	negative
The flight was not long.	neutral
The staff was amazing.	positive
This was the worst flight ever.	negative
The staff was polite.	positive
The flight was turbulent.	neutral
The service was acceptable.	neutral
The staff was kind.	positive
The staff was very friendly.	positive
The flight was bad.	negative
I hated the delay.	negative
The drinks were fine.	neutral
The food was cold.	negative
The crew ignored my request.	negative
The pilot was very professional.	positive
I am never flying with them again.	negative
The food was expensive.	neutral
The food was expensive.	neutral
The staff was attentive.	positive
The flight was enjoyable.	positive
The staff was cheerful.	positive
The crew was amazing!	positive
The baggage was lost.	negative
The check-in process was smooth.	positive
The seats were uncomfortable.	negative
The air conditioning was broken.	negative
The food was satisfactory.	neutral
The entertainment was lacking.	neutral
The drinks were fine.	neutral
The staff was rude.	negative
I hated the delay.	negative
The entertainment was okay.	neutral
The crew was wonderful.	positive
The flight was not enjoyable.	negative
The landing was smooth.	positive
The restroom was not clean.	negative
The luggage arrived late.	negative
The flight was not enjoyable.	negative
The landing was smooth.	positive
The landing was smooth.	positive
I am never flying with them again.	negative
I am never flying with them again.	negative
The flight was delayed for hours.	negative
The crew was friendly.	positive
Nothing special about this flight.	neutral
The food was expensive.	neutral
The flight was average.	neutral
The crew was inattentive.	negative
The check-in process was smooth.	positive
The staff was superb.	positive
The staff was kind.	positive
The plane was old.	neutral
The flight was uneventful.	neutral
The food was expensive.	neutral
The entertainment was lacking.	neutral
The luggage arrived late.	negative
The flight was fine.	neutral
The flight was not long.	neutral
The flight was comfortable.	positive
The flight was okay.	neutral
The boarding was quick.	positive
The food was not bad.	neutral
The flight was boring.	neutral
The landing was smooth.	positive
The flight was not long.	neutral
The staff smiled a lot.	positive
It was an average experience.	neutral
The staff was amazing.	positive
The air conditioning was broken.	negative
The baggage was lost.	negative
The food was okay.	neutral
The restroom was not clean.	negative
The luggage arrived late.	negative
This was the worst flight ever.	negative
The crew was wonderful.	positive
The flight was noisy.	negative
The flight was noisy.	negative
It was an average experience.	neutral
The crew was inattentive.	negative
The flight was noisy.	negative
The restroom was not clean.	negative
This was the worst flight ever.	negative
The landing was smooth.	positive
Nothing special about this flight.	neutral
The entertainment was okay.	neutral
The pilot was very professional.	positive
The food was not bad.	neutral
The luggage arrived late.	negative
The pilot was very professional.	positive
The food was average.	neutral
The staff was very friendly.	positive
The crew was amazing!	positive
The crew was friendly.	positive
The entertainment was not bad.	neutral
The flight was boring.	neutral
The flight was enjoyable.	positive
The flight was enjoyable.	positive
The crew ignored my request.	negative
The check-in process was smooth.	positive
I am never flying with them again.	negative
The flight was uneventful.	neutral
The flight was not enjoyable.	negative
The staff smiled a lot.	positive
The staff was superb.	positive
The boarding was quick.	positive
I am never flying with them again.	negative
The crew was amazing!	positive
The plane was dirty.	negative
The seats were uncomfortable.	negative
The service was acceptable.	neutral
The staff was kind.	positive
The drinks were fine.	neutral
The staff was polite.	positive
The flight was delayed for hours.	negative
The flight was terrible.	negative
The luggage arrived late.	negative
The flight was delayed for hours.	negative
The flight was average.	neutral
The flight was comfortable.	positive
The boarding was quick.	positive
The staff was cheerful.	positive
The food was not bad.	neutral
The service was acceptable.	positive
The flight was not bad.	neutral
The pilot was very professional.	positive
The entertainment was lacking.	neutral
The pilot was very professional.	positive
The boarding was quick.	positive
The crew was amazing!	positive
The food was average.	neutral
The staff was attentive.	positive
The food was expensive.	neutral
The flight was excellent.	positive
The service was acceptable.	positive
The plane was dirty.	negative
The flight was fine.	neutral
The staff was very friendly.	positive
The staff was amazing.	positive
The staff was helpful.	positive
The seats were uncomfortable.	negative
The staff was kind.	positive
The entertainment was okay.	neutral
The food was not good.	negative
The baggage was lost.	negative
The air conditioning was broken.	negative
The flight was comfortable.	positive
The food was satisfactory.	neutral
The service was poor.	negative
The staff was polite.	positive
The flight was fine.	neutral
The food was not bad.	neutral
The flight was enjoyable.	positive
The pilot was very professional.	positive
The crew was amazing!	positive
The crew was inattentive.	negative
I love this airline!	positive
The food was cold.	negative
The air conditioning was broken.	negative
I hated the delay.	negative
The flight was noisy.	negative
The entertainment was lacking.	neutral
